id,title,timestamp,user,bot,minor,change,comment
1842384459,Opinion polling for the next Spanish general election,1731926466,Hpa654,False,False,-101,Added more complete info from GAD3
1842384460,Stefan Majewski,1731926476,178.212.120.234,False,False,400,/* Honours */
1842384462,User:Smallchief/Nouveau,1731926478,Smallchief,False,False,689,
1842384463,Jenna Elfman,1731926477,2601:642:4A00:2E60:9406:94F5:62D:1196,False,False,221,/* Early life */
1842384464,Death of an Angel,1731926478,Tobyhoward,False,False,757,Added reviews.
1842384465,Pakistani cricket team in Australia in 2024–25,1731926479,Sush150,False,False,2,
1842384466,Warenne family,1731926480,Hominemignotum,False,False,-1,/* Cadet branches */
1842384468,Draft:Neeraj Pandey(writer),1731926481,Samanvaykumar17,False,False,72,Submitting using [[WP:AFCSW|AfC-submit-wizard]]
1842384470,Play UK,1731926482,AnomieBOT,True,True,19,Dating maintenance tags: {{Dead link}}
1842384471,"Saint-Casimir, Quebec",1731926482,Nichole Ouellette,False,False,520,Editing work in progress
1842384472,Talk:Nation of Islam/GA1,1731926484,Midnightblueowl,False,False,313,/* GA Review */ added comment.
1842384478,1980 in British television,1731926483,143.159.198.160,False,False,216,/* April */
1842384481,Saifee Masjid,1731926484,Rangasyd,False,False,48,added [[Category:Neoclassical architecture in India]] using [[WP:HC|HotCat]]
1842384482,S. Amin Tabish,1731926483,Lollitol,False,False,195,/* External Links */ added relevant categories
1842384486,Prince (musician),1731926473,Timbouctou,False,False,42,/* 1975–1984: Beginnings and breakthrough */ wl
1842384487,Chevy Chase,1731926484,Moe1810,False,True,10,/* Film */
1842384492,Solar radiation modification,1731926482,EMsmile,False,False,-2,"/* Global governance issues */ moved, as this is not so much about governance than about funding research"
1842384494,List of 1998 motorsport champions,1731926489,SquirrelIAm,False,False,35,/* Rallying */
1842384495,F. A. Khan,1731926491,Hammad,False,False,323,/* Early life and Education */
1842384497,List of birds of the Torres Strait Islands,1731926491,Onel5969,False,True,17,Disambiguating links to [[Barn owl]] (link changed to [[Eastern barn owl]]) using [[User:Qwertyytrewqqwerty/DisamAssist|DisamAssist]].
1842384498,2019 WBSC Premier12,1731926492,2800:355:8:A66:5C53:E29B:666:503E,False,False,1,/* Final standings */
1842384502,List of lakes of Nepal,1731926494,Hawrry Bhattarai,False,True,192,Citation of this page was missing. Rara is the deepest lake in Nepal. The depth of the Rara lake to be 167 meters. If this citation is not relevant please remove it.
1842384503,User talk:ههههههه انا انونوميس,1731926497,Jolielover,False,False,471,/* Vandalism */ new section
1842384507,User talk:Ekdalian,1731926492,PerspicazHistorian,False,False,183,/* Veerashaiva */ Reply
1842384508,User talk:Paine Ellsworth/Workpage,1731926489,Paine Ellsworth,False,True,-13,/* Recent efforts (templates) */ update
1842384510,User:JAAqqO/charinsert.js,1731926500,JAAqqO,False,False,2,{{lang-fi}} -> {{langx|fi}}
1842384512,MakeMyTrip,1731926498,Siliconcareone,False,False,26,
1842384513,Johanna Basford,1731926500,InternetArchiveBot,True,False,199,Rescuing 1 sources and tagging 0 as dead.) #IABot (v2.0.9.5
1842384514,Saifee Masjid,1731926500,Rangasyd,False,False,34,added [[Category:Neoclassical mosques]] using [[WP:HC|HotCat]]
1842384517,Jacqueline Rowarth,1731926502,159.196.64.194,False,False,559,I have a PhD in this work an work as a professor. This is far from 'disruptive editing'. Read the article.
1842384518,Ambiguity tolerance–intolerance,1731926503,Bplange,False,True,1,/* History */  grammar
1842384521,Reacher (TV series),1731926502,Alvin-cs,False,True,14,/* Premise */ link AWOL
1842384522,Justin Barrett,1731926502,Guliolopez,False,False,434,/* Personal life */ ++
1842384524,Wikipedia:Featured article review/The Notorious B.I.G./archive2,1731926504,750h+,False,False,102,/* FARC section */ Reply
1842384523,Doctor Strange (2016 film),1731926493,Jlwoodwa,False,False,-32,Restored revision 1258078870 by [[Special:Contributions/GreenC bot|GreenC bot]] ([[User talk:GreenC bot|talk]]): Rvv
1842384526,Rick James,1731926503,Timbouctou,False,False,1,contemporary name
1842384528,Robin Nicholson (metallurgist),1731926506,Necrothesp,False,True,107,
1842384533,Rosetta,1731926507,Archaeaoris,False,False,390,/* History */
1842384534,Zimrat,1731926508,Deborahjay,False,False,23,add Level 2 section heading: Notable residents
1842384537,Bararite,1731926508,2409:40E4:115B:D08C:80E0:B5FF:FE49:4452,False,False,17,
1842384538,Buna (Adriatic Sea),1731926509,Joy,False,False,-107,"/* top */ rm excess hatnote, this title is not ambiguous ([[WP:NAMB]])"
1842384539,Jenna Elfman,1731926508,2601:642:4A00:2E60:9406:94F5:62D:1196,False,False,4,/* Early life */
1842384540,Talk:Deaths in 2024,1731926510,Jkaharper,False,False,-162,/* Deaths needing proper citation */ Ken Gill done
1842384541,Drowning in the Sea of Love,1731926509,2600:1700:3FD0:3840:8531:E348:C165:8B05,False,False,93,/* Notable cover versions */
1842384542,Zoe Lofgren,1731926505,TiWash,False,False,424,/* Caucuses */
1842384544,Dialect levelling,1731926512,AnomieBOT,True,True,57,Dating maintenance tags: {{Cn}}
1842384543,17th Parliament of Sri Lanka,1731926506,QEnigma,False,False,420,/* List */ Update. NDF national list nominee
1842384545,User:ASally Ruth/sandbox/Fiona Nagirinya,1731926513,ASally Ruth,False,False,30,"Added heading, added link"
1842384546,2013–14 Manchester City F.C. season,1731926504,BlameRuiner,False,True,0,Reverted edit by [[Special:Contribs/Nowxx|Nowxx]] ([[User talk:Nowxx|talk]]) to last version by JJMC89 bot III
1842384548,2013–14 Liverpool F.C. season,1731926504,BlameRuiner,False,True,0,Reverted edit by [[Special:Contribs/Nowxx|Nowxx]] ([[User talk:Nowxx|talk]]) to last version by ChampsRT
1842384552,Thiomargarita namibiensis,1731926513,Graham Beards,False,False,-85,/* top */ removed padding
1842384551,Cyrus Chothia,1731926512,Athel cb,False,True,-31,education (no point in separate entries for education and Alma mater)
1842384555,Eliminators (1986 film),1731926517,147.161.142.178,False,False,-4,
1842384557,Rio Tinto (Gondomar),1731926516,IvanScrooge98,False,False,36,tweaks
1842384558,User:Usernamehkya/sandbox,1731926518,Usernamehkya,False,False,366,
1842384560,"Wikipedia:Articles for deletion/Ramón Costa (footballer, born 1992)",1731926519,GiantSnowman,False,False,321,delete
1842384567,Samoan language,1731926509,220.233.199.254,False,False,-1,/* Classification */
1842384569,Wikipedia:WikiProject Football/Nominations for deletion and page moves,1731926522,GiantSnowman,False,False,379,/* Nominations for deletion and page moves */ + AFDs
1842384570,Milan Malpensa Airport,1731926512,Metrosfan,False,False,143,/* Airlines and destinations */ added source
1842384574,Anne Heche,1731926514,76.88.55.135,False,False,2,/* Career */ en dash?
1842384576,Bhattiprolu script,1731926522,117.249.187.53,False,False,-21,
1842384577,Rio Tinto (Gondomar),1731926524,IvanScrooge98,False,False,1,
1842384578,International cricket in 2024–25,1731926519,Sush150,False,False,23,
1842384579,List of artists who reached number one in New Zealand,1731926526,Everm4e,False,False,30,/* R */
1842384580,2024 Spanish floods,1731926521,14.201.65.3,False,False,-18,/* Ecological factors */
1842384581,Pich Sambath,1731926525,Lenkhmer,False,False,-1,/* Kun Khmer Record */
1842384582,The Three-Body Problem (novel),1731926525,LStravaganz,False,True,28,/* Plot */ add a bit about tidal forces
1842384584,2024 Formula Car Challenge,1731926527,Hmnphl,False,False,60,/* Race results */
1842384586,User:Usernamehkya/sandbox,1731926528,Usernamehkya,False,False,60,Submitting using [[WP:AFCSW|AfC-submit-wizard]]
1842384587,List of 1999 motorsport champions,1731926529,SquirrelIAm,False,False,36,/* Rallying */
1842384588,Death of an Angel,1731926528,Tobyhoward,False,False,-25,Removed stub class.
1842384593,Johanna Benson,1731926529,InternetArchiveBot,True,False,76,Rescuing 0 sources and tagging 1 as dead.) #IABot (v2.0.9.5
1842384594,User:Horizon of Medical Education Development,1731926531,Notcharizard,False,False,25,Requesting speedy deletion ([[WP:CSD#G11|CSD G11]]).
1842384595,Dargah Hazrat Sheikh Musa,1731926530,Zuck28,False,False,9,
1842384596,List of highest-grossing Kannada films,1731926526,Anoopspeaks,False,False,1197,"/* Highest-grossing films */ Updated film reference, marked rs? because it's producer's claim like any other box office gross, it may be manipulation, so other editors decide whether it's acceptable"
1842384598,User talk:Horizon of Medical Education Development,1731926532,Notcharizard,False,False,2477,Notification: speedy deletion nomination of [[:User:Horizon of Medical Education Development]].
1842384605,Greatest Hits (Bon Jovi album),1731926528,43.242.242.189,False,False,20,
1842384607,Punha Kartavya Aahe,1731926531,103.185.174.153,False,False,10604,[[WP:AES|←]]Removed redirect to [[Zee Marathi]]
1842384608,Fourth Children,1731926534,Cakelot1,False,False,48,Redirecting to [[Fourth Child]] ([[User:Wugapodes/Capricorn|♑]])
1842384620,Artur Sarnat,1731926534,Abcmaxx,False,False,241,Expanded infobox
1842384623,Captain America: Brave New World,1731926533,Adamstom.97,False,False,-16,Simplify
1842384624,Rahim Beqiri,1731926537,FromCzech,False,True,0,"[[MOS:GEO]], consistency"
1842384627,Pengiran Raabi'atul Adawiyyah,1731926536,36.77.230.66,False,False,21,
1842384628,Pakistani cricket team in Australia in 2024–25,1731926536,Sush150,False,False,2,
1842384629,Rio Tinto (Gondomar),1731926537,IvanScrooge98,False,False,-1,
1842384631,2024–25 Women's EHF European League qualification round,1731926534,ILoveSport2006,False,False,36,/* Matches */
1842384632,Maya Krishna Rao,1731926538,Fffreq,False,False,232,
1842384633,Hootenanny Hoot,1731926538,Kwib,False,False,235,/* Cast */
1842384634,Endre Botka,1731926538,5.204.36.61,False,False,92,/* Honours */
1842384636,Ana Cata-Chitiga,1731926540,Aomkorpong1,False,False,980,
1842384637,Retro (disambiguation),1731926543,Bkonrad,False,False,-12,inappropriate use of bolding and piping
1842384639,"Earth, Wind & Fire (album)",1731926543,Scriber88,False,False,-103,/* Critical reception */Chicago Sun Times rather than Chicago Daily News. A mistake seemingly made.
1842384640,User talk:JMF,1731926542,JMF,False,False,1552,/* The current situation in the UK was broadcast in the major mass media in Japan. */ Reply
1842384641,Draft:List of expatriate football managers in the Malaysian League,1731926544,SaWaGaAz,False,False,187,/* {{flagicon|England}} England */
1842384643,Alaksen National Wildlife Area,1731926543,Onel5969,False,True,18,Disambiguating links to [[Barn owl]] (link changed to [[American barn owl]]) using [[User:Qwertyytrewqqwerty/DisamAssist|DisamAssist]].
1842384644,Infinix Mobile,1731926544,Annh07,False,False,-70,Reverted 1 edit by [[Special:Contributions/Njenga Antony|Njenga Antony]] ([[User talk:Njenga Antony|talk]]): Spam
1842384645,Baháʼí Faith in Greater Boston,1731926540,Antiquary,False,True,0,/* Some individuals */ Corrected ref
1842384648,Template:Chemotherapeutic agents,1731926546,Vaccinationist,False,False,19,olutasidenib
1842384649,The Imitation Game,1731926543,Panamitsu,False,False,17,add links
1842384650,Rio Tinto (Gondomar),1731926546,IvanScrooge98,False,False,12,
1842384651,File:Shambo (bull).jpg,1731926547,41.239.184.146,False,False,20,
1842384652,Talk:Death of an Angel,1731926548,Tobyhoward,False,False,1,Stub class => Start class
1842384653,The Three-Body Problem (novel),1731926546,LStravaganz,False,True,0,/* Plot */
1842384671,Drowning in the Sea of Love,1731926550,2600:1700:3FD0:3840:8531:E348:C165:8B05,False,False,-2,/* Notable cover versions */
1842384672,FC Thun,1731926551,194.209.119.70,False,False,-55,Removed trolling
1842384673,User talk:Njenga Antony,1731926553,Annh07,False,False,1134,Caution: Adding spam links.
1842384674,Vavilovian mimicry,1731926555,Chiswick Chap,False,False,5,ce per GAN
1842384675,MasterChef Australia series 16,1731926552,116.86.46.97,False,False,15,/* Episodes and ratings */
1842384679,Ian Battye,1731926556,Ernsanchez00,False,False,6,Changed the category
1842384680,Timothy West,1731926555,80.6.11.54,False,False,10,/* Television */
1842384685,"Sector-17, Chandigarh",1731926561,Jlwoodwa,False,True,-106,Reverted edits by [[Special:Contributions/2409:40E3:7:A35A:406F:920C:D2F1:F7FC|2409:40E3:7:A35A:406F:920C:D2F1:F7FC]] ([[User talk:2409:40E3:7:A35A:406F:920C:D2F1:F7FC|talk]]): addition of unnecessary/inappropriate [[WP:EL|external links]] ([[WP:HG|HG]]) (3.4.12)
1842384689,Jay Warner Bros Fan,1731926563,BoyTheKingCanDance,False,False,28,Nominated page for deletion using [[Wikipedia:Page Curation|Page Curation]] (speedy deletion-nonsense)
1842384690,User talk:Jay Warner Bros Fan,1731926565,BoyTheKingCanDance,False,False,1540,/* Speedy deletion nomination of Jay Warner Bros Fan */ new section
1842384692,User talk:Ekdalian,1731926560,PerspicazHistorian,False,True,7,
1842384696,Opinion polling for the next Spanish general election,1731926549,Impru20,False,False,125,/* 2024 */
1842384697,Matanyahu Englman,1731926566,Simxaraba,False,False,46,Reordering the chronology of the lead section
1842384698,Congressional Solar Caucus,1731926568,TiWash,False,False,-153,"/* Members, 118th Congress */ updated"
1842384699,Justin Barrett,1731926565,Guliolopez,False,False,8,"Can't find definitive source for this. Several sources give Barrett as having five children with his second wife. If he had four children with his first wife, prior to divorce, then that's not in the body..."
1842384700,Oude IJssel,1731926567,Joy,False,True,-32,convert dimensions to split value and ref from units for easier usage later
1842384701,Hot Gimmick,1731926566,176.198.202.97,False,False,-280,"PLEASE CHECK! I removed a reference because the URL pointed to what I assume was acquired by squatters after domain expiry. It's now some gambling scammer trashfire. I tried to find something about how to handle this without success. I decided to just remove the links to the malicious website for now, but please take a look if you are an experienced editor."
1842384702,George Mason Patriots,1731926567,Fma12,False,False,67,updated as of 2024
1842384704,List of 2000 motorsport champions,1731926570,SquirrelIAm,False,False,78,/* Rallying */
1842384705,F. A. Khan,1731926571,Hammad,False,False,39,
1842384710,Vervet monkey,1731926570,AnomieBOT,False,False,230,"Rescuing orphaned refs (""iucn status 19 November 2021"" from rev 1253769455)"
1842384711,Dessy Tenekedjieva,1731926572,AmberLynn8393,False,True,269,Added Family info
1842384712,Wikipedia:Administrator intervention against vandalism/TB2,1731926575,HBC AIV helperbot14,True,False,-456,"0 users left, rm [[Special:Contributions/39.34.171.86|39.34.171.86]] (blocked by ToBeFree) ([[User:HBC AIV helperbot/Legend|AO]])"
1842384715,Mae Kampong,1731926575,ManoiCMU,False,False,122,/* Landmarks */
1842384716,Star Trek: Starfleet Academy,1731926575,Derim Hunt,False,True,2,/* Legacy */
1842384718,Saifee Masjid,1731926576,Rangasyd,False,False,39,added [[Category:Indo-Islamic architecture]] using [[WP:HC|HotCat]]
1842384721,List of Dope band members,1731926576,Mewhen123,False,False,52,/* Former */
1842384722,Wikipedia:In the news/Candidates,1731926572,PFHLai,False,False,8,"/* RD: Yuriko, Princess Mikasa */ | updaters      = Camillz"
1842384723,ITN,1731926576,Griffindd,False,False,1,/* History */
1842384724,Pakistani cricket team in Australia in 2024–25,1731926577,Sush150,False,False,24,
1842384728,The Day of the Jackal (TV series),1731926578,Jmg38,False,False,18,"/* Recurring */ [[MOS:TVCAST]], recurring (3+ episodes) cast, roles and order per initial episode appearance in [[closing credits]] scroll"
1842384732,Zimrat,1731926579,Deborahjay,False,False,78,/* Notable residents */add Shlomo Karhi with wikilink
1842384733,Transfermarkt,1731926580,Plugaru,False,False,-36,unsourced
1842384742,Weaving a Story 2: Oral stage,1731926585,Cakelot1,False,False,29,Redirecting to [[Weaving a Story 2: oral stage]] ([[User:Wugapodes/Capricorn|♑]])
1842384748,Talk:Vavilovian mimicry/GA1,1731926587,Chiswick Chap,False,False,75,/* Comments */ done
1842384749,User:Peter I. Vardy/sandbox,1731926586,Peter I. Vardy,False,False,930,z
1842384751,List of magazines in Belgium,1731926587,178.51.215.79,False,False,19,/* W */
1842384752,Feldenkrais Method,1731926589,49.186.199.90,False,False,-2343,/* Effectiveness */Removed superfluous content that was irrelevant to the subheading.
1842384753,Battle of Yultong,1731926588,Delirium333,False,True,0,"nope, no more vandalism. the last editor refutes the 15,000 claims yet couldnt even bother replacing the references or challenging them. if the last editor wants to challenge then they must use an academic reference to counter the 15,000 claim"
1842384754,User:Marjan Tomki SI/Sandbox/Franta Komel,1731926592,Marjan Tomki SI,False,False,213,"Remark, rest for now."
1842384755,2024 ASEAN Championship,1731926589,14.187.141.242,False,False,-4,/* Venues */
1842384758,Olutasidenib,1731926588,Vaccinationist,False,False,28,
1842384759,River Glaven,1731926591,Onel5969,False,True,17,Disambiguating links to [[Barn owl]] (link changed to [[Western barn owl]]) using [[User:Qwertyytrewqqwerty/DisamAssist|DisamAssist]].
1842384761,Talk:Phoenix Program,1731926592,Mztourist,False,False,257,/* K. Barton Osborne */
1842384763,Disney Jr. (international),1731926593,ClaveScottPH,False,False,-182,/* Former channels */
1842384764,Draft:List of expatriate football managers in the Malaysian League,1731926595,SaWaGaAz,False,False,60,/* {{flagicon|Slovakia}} Slovakia */
1842384765,Artur Sarnat,1731926597,Abcmaxx,False,False,13,
1842384766,McN-481,1731926598,BoyTheKingCanDance,False,True,1,Copy editing
1842384774,List of iPhone models,1731926588,62.254.221.230,False,False,-231,Undid revision [[Special:Diff/1258140198|1258140198]] by [[Special:Contributions/Shuaib Shukri Alias|Shuaib Shukri Alias]] ([[User talk:Shuaib Shukri Alias|talk]])
1842384775,Brian Launder,1731926599,Necrothesp,False,True,92,
1842384776,Tell Me That You Love Me,1731926600,Cavarrone,False,False,112,+
1842384777,Timeline of the Israel–Hezbollah conflict (17 September 2024 – present),1731926579,Pachu Kannan,False,False,-5,/* November */Unnecessary.
1842384778,Claire Hazelgrove,1731926599,Elshad,False,False,-702,/* Early life */Removed non-encyclopaedic content
1842384779,"Wildlife of Saint Helena, Ascension and Tristan da Cunha",1731926601,Onel5969,False,True,17,Disambiguating links to [[Barn owl]] (link changed to [[Western barn owl]]) using [[User:Qwertyytrewqqwerty/DisamAssist|DisamAssist]].
1842384781,AW Rostamani Group,1731926602,Littlestepsforward,False,True,35,"adding citation, removing promotional content"
1842384782,List of 2001 motorsport champions,1731926601,SquirrelIAm,False,False,16,/* Rallying */
1842384783,Amy Macdonald discography,1731926602,Bobo6balde66,False,False,-2,/* As lead artist */
1842384785,Samoan language,1731926594,220.233.199.254,False,False,1,
1842384786,Kithure Kindiki,1731926601,45.221.192.218,False,False,-2,3rd-2nd
1842384787,Mithun Ramesh,1731926602,Ohnoitsjamie,False,True,-20,Reverted edit by [[Special:Contribs/42.106.181.203|42.106.181.203]] ([[User talk:42.106.181.203|talk]]) to last version by 103.184.239.82
1842384788,List of human evolution fossils,1731926595,Mellk,False,True,-57,Reverted 1 edit by [[Special:Contributions/89.181.217.192|89.181.217.192]] ([[User talk:89.181.217.192|talk]]) to last revision by Citation bot
1842384790,List of animals by number of neurons,1731926596,Onel5969,False,True,18,Disambiguating links to [[Barn owl]] (link changed to [[Barn-owl]]; link changed to [[Barn-owl]]) using [[User:Qwertyytrewqqwerty/DisamAssist|DisamAssist]].
1842384791,Category:Rugby league players from Manchester,1731926606,Ernsanchez00,False,False,-55,Changed the category
1842384797,Old town,1731926607,Athoremmes,False,False,60,/* Asia and the Pacific */ Added Taiwan
1842384798,Miss Colombia,1731926607,Therealangelo1177,False,False,-154,/* Señorita Colombia – Supranacional */
1842384800,List of birds of New Jersey,1731926608,Onel5969,False,True,18,Disambiguating links to [[Barn owl]] (link changed to [[American barn owl]]) using [[User:Qwertyytrewqqwerty/DisamAssist|DisamAssist]].
1842384801,User:Smallchief/Nouveau,1731926612,Smallchief,False,False,42,
1842384803,Opinion polling for the next Spanish general election,1731926600,Impru20,False,False,188,/* 2024 */
1842384806,List of wildlife of the Skagit River Basin,1731926613,Onel5969,False,True,9,Disambiguating links to [[Barn owl]] (link changed to [[American barn owl]]) using [[User:Qwertyytrewqqwerty/DisamAssist|DisamAssist]].
